단어,개수
문패,1
찾아볼,1
없었으며,1
우편함에도,1
이전에,1
호수를,1
사용하던,1
회사명이,1
순위,2
위에,1
계열사라고,1
하기엔,1
초라한,2
모습이었다해당,1
건물에,1
주민은,2
호수에는,1
일에,1
명이,1
왔다갔다,1
최근에도,1
다녀갔다고,1
여기가,1
계열사라는,1
신기할,1
따름이다고,1
놀라움을,1
나타냈다서린홀딩스와,1
따로,1
사무실이,1
셀트리온한편,1
호적에는,7
등재됐다또,2
지정됐다셀트리온,1
정밀의료,5
시대,5
강화바이오,1
강화지분투자,1
장기적,5
구축바이오마커,1
신체,1
지표바스젠바이오,1
,14
바스젠바이오와,1
취지다계약에,1
공동연구위원회를,1
공동연구,15
추진한다는,1
분석까지,6
연구개발,1
확장할,1
정의와,1
디자인,1
영역에도,1
한다바이오마커는,1
단백질이나,6
리보핵산,4
대사물질,2
안의,6
알아낼,5
지표다,3
바이오마커가,3
진단과,5
측정할,4
빅파마들도,2
추세다바스젠바이오는,1
발굴과,4
진단하기,3
,3
과,3
시뮬레이션,4
을,4
,3
,3
,3
만,1
데이터에,2
사용권을,4
전해졌다셀트리온,1
바스젠바이오와,3
정밀의료로,1
변화하는,5
의약품시장,2
패러다임에,4
셀트리온이,6
항체의약품,7
개발판매,3
경험에,4
바스젠바이오의,3
더해져,2
지분투자,5
병행했다,1
달성을,6
극대화한다는,1
회장으로부터,1
억원의,2
금품을,1
강남,1
논현동,18
주택도,1
요구했다는,1
주장이다서,1
법률,3
대리인과,1
회장과,32
씨는,22
강남의,1
식당에서,1
만났다가,1
년쯤,1
끊어졌다고,1
년간,1
동거를,1
사이라고,1
동거가,1
달에,6
만났던,1
사이일,1
뿐이라는,1
입장이다서,1
억원을,1
지급하겠다는,1
각서를,1
쓰라고,1
했다면서,1
이후로도,1
협박성,2
보냈다고,1
나,1
인천셀트리온,1
본사으로,1
갈까,1
서울셀트리온,1
스킨큐어로,1
갈까,1
딸,1
유학비용으로,1
보내라라는,1
내용이었다는,1
앞에,2
플래카드를,1
붙이거나,1
사무실로,1
고성을,3
질렀다고,1
월까지,6
씨에게,4
이체했다는,1
억원이라고,1
변호인은,2
그중,1
억원에,2
공갈죄,1
혐의를,2
논현동,1
주택도,1
요구하고,14
설명이다한편,1
곳을,2
등록했다,1
친족,2
등록되어야,1
법,1
개정으로,1
혼외자,1
생모도,1
친족의,1
들어가게,1
됐기,1
친자,1
인지청구,1
씨의,8
친자로,2
인정됐고,1
씨,5
계열사가,6
목표년간,1
건,1
바스젠바이오에,2
공장에서,4
셀트리온바스젠바이오,2
협약식에서,2
장일태,3
대표,11
김호,4
협약서를,1
교환하고,1
전문기업과,1
공동연구위원회를,1
건의,1
추진하기로,1
했다바이오마커는,1
디옥시리보핵산,1
리보핵산,1
대사,4
알아내는,1
진단하고,1
측정하는,2
지표로,3
정밀,9
의료에,4
늘면서,2
바이오마커에,1
제약사들도,1
확장하게,11
바이오마커를,3
환자군을,1
찾아내고,1
효과적,1
발굴하는,2
탐색은,1
접목한다는,1
계획이다년,1
예측진단하기,2
바이오마커,1
컴퓨터,2
시뮬레이션으로,1
딥시티를,1
있다바스젠바이오는,3
년,1
추적,1
관찰된,1
독점적으로,1
특성이나,1
데이터에는,1
유전정보뿐,1
검진이나,1
최적화돼,1
평가다셀트리온은,1
지분투자와,3
양사가,2
협력하겠다고,1
설명했다셀트리온,1
의료로,3
의약품시장의,2
대비할,3
키우고,2
견고히,3
하게,6
오늘일,1
밝혔습니다바이오마커는,1
,1
지표입니다,1
바이오마커도,1
추세입니다계약에,1
위원회를,3
공동연구개발을,1
예정입니다셀트리온은,1
설명했습니다당신의,1
왼쪽부터,1
협약식을,2
기념촬영했다,1
나선다고,2
맺었다계약에,1
공동,1
연구위원회를,1
구성한다,1
연구개발을,8
개발뿐만,1
확장한다,1
스크리닝과,1
예정이다바이오마커는,2
정밀의료에,1
바이오마커로,1
예측돼,1
보유했다약,1
만명,3
추진바이오,1
기대셀트리온이,1
바스젠바이오와,2
공동,1
위원회를,1
유전체,1
개발이라는,1
공동연구개발을,1
일바스젠바이오와,1
맺었다왼쪽부터장일태,1
대표사진셀트리온이번,1
협약에,1
지표로,1
예측되면서,2
있다공동연구개발에,1
전문기업으로,2
코호트공통적인,1
집단,1
바스젠바이오와,1
더해지면,3
극대화되고,1
포지션을,2
개발이라는,2
사의,3
모으기로,2
합의했다,1
요약지분투자,1
기념,2
촬영을,2
개발이라는,1
연구개발,2
바이오마커는,1
지표를,1
과,1
,1
체결했다며,1
고소친모와,1
내연남이,4
받아내려고,1
공모한,1
의혹,1
녹취파일,2
증거로,2
서회장측에서,1
고발장에는,2
있었다는,1
있다사진권현수기자서정진,1
명예회장이,107
특정경제범죄가중처벌법,1
위반공갈과,1
관계였다는,1
주장은,1
사실무근이라며,1
혼외자,3
친모는,2
지인,1
씨를,1
고소고발장을,2
머니투데이가,1
입수한,1
고소고발장에,1
내연남과,3
공모해,1
받아내려,1
받아갔고,1
갈취당했다는,1
언제까지,1
얼마를,1
입금하라는,1
수차례,3
보내고,5
현수막을,1
내걸기도,1
씨는,1
이체한,1
계좌,1
내역과,1
메시지,1
대화한,1
고발장과,1
억원에,1
증여세를,1
내라고,1
여러차례,1
내용증명과,1
보냈지만,2
증여세로,1
협박을,3
당했다고,1
반응했다고,1
올리겠다며,1
내용증명을,1
주장했다씨는,1
머니투데이,1
기자에게,1
년에,1
씨와,2
한번도,1
살아본,1
없다며,5
사실혼,1
관계는,3
사실무근이며,1
씨에게는,1
월까지,1
산,1
했다그러면서,2
씨는,1
받아내려는,1
대화를,3
공모,1
녹취파일도,1
밝혔다이와,1
듣기,1
대리인에게,1
통화를,1
시도하고,1
보냈지만,1
연락이,7
닿지,2
않았다앞서,1
성남지원의,2
소송조정,1
법적,1
자녀로,1
곳도,3
편입됐고,1
씨에게,1
받았다는,2
서회장측이,1
수년간,1
입금한,1
내역이,2
담겨있다사진권현수기자,1
김민지,2
조현준,4
효성그룹,4
강요미수,2
재판에,4
넘겨진,3
조현문,3
효성,2
서초구,2
중앙지방법원에서,2
공판에,3
출석하고,2
부사장은,12
왼쪽,2
두번째의,1
고문과,1
법정에,1
들어가기,6
분간,2
나눴다,5
오른쪽,1
두번째는,1
부사장의,2
변호인인,1
한빛의,1
김기표,1
변호사,1
뉴스,2
,2
,2
뉴스,2
,2
,2
,2
무단,2
전재,2
재배포,2
금지지난,1
서울중앙지방법원,1
층,1
호,2
앞,2
의자,1
형인,4
비리를,1
폭로하겠다고,1
협박한,1
기자들이,8
모여,9
복도에서도,1
느긋한,2
몰려있는,1
호,1
법정을,1
옆에,3
의자에,2
앉아,2
수행한,1
고문과,1
자신감,1
목소리로,1
끊임없이,1
이야기했다,1
복도에,1
도착해서,1
앉으라는,2
변호사의,3
요청에,5
앉아,1
힘들다,1
말한,1
법원을,1
들어설,1
질문하게,2
경위와,1
풀공동,1
기자단이,1
것이냐,1
것이냐는,1
고문에게,1
물었다이어,1
재차,5
앉은,1
그에게,2
인사한,2
양복,1
위,5
깃에,1
붙어있는,1
무궁화,1
모양의,1
배지를,1
가리키며,1
대한민국,1
국회의원이라고,1
물으며,1
여유를,1
보였고,1
변호사는,1
변호사,1
배지라는,1
하이며,1
가볍게,1
웃었다그리고,1
떠나자,1
고문에게,1
영화감독의,1
동생이며,1
누나와,1
유명인들이라고,1
과거,12
국회의원,1
출마,1
얘기하며,1
김변,1
곽변도,1
나랏일국회의원,1
해야지라고,1
했다그,1
대화,1
도중,1
고문은,1
법원,10
기사,3
스케치를,1
있으니,1
부사장에게,1
조심하라고,1
혹시라도,1
재판이,2
끝나고,3
붙어,1
질문,3
하더라도,1
대답을,2
삼가라는,1
잊지,1
전부사장은,1
자신에,1
비판적이었던,1
기억하는,1
오늘은,1
년때보다는,1
기자들의,2
좋았다며,1
그,1
나를,1
둘러싸고,2
효성에,1
비판적이냐며,1
몰아붙였다고도,1
지인이,1
다가오자,1
셀트리온,1
올랐느냐고,1
물었고,1
어제,2
서정진,1
딸들보다는,1
아들들이,1
당황스러웠을,1
같다고,1
전일지난,1
일,1
뉴스를,1
말이다그는,1
알지는,1
못하지만,1
전해,2
들은,1
바로는,1
회계가,1
불투명하다는,1
들었다,1
구조가,1
이상하다는,1
얘기도,4
있더라라고,1
바이오헬스기업의,1
지적하듯,1
청산된,2
의료진단,1
스타트업인,1
테라노스,1
엘리자베스,1
홈즈로,1
테라노스는,1
피한방울로,1
가지의,1
진단한다는,1
에디슨키트를,1
개발했다고,1
주장했다기,1
사기로,1
피소된,1
회사다,2
금지조,1
테라노스도,1
사실인지,1
실사단에게,1
실험실을,1
가짜로,1
꾸미고,1
설명했었다고,1
잡스,1
흉내낸,1
가,1
사기와,2
혁신을,1
말하는,2
듯가,1
있느냐,1
했지만,6
횡령에,1
가차,1
강요미수죄로,1
재판을,1
받기로,1
박수환,1
뉴스컴,1
개정시간인,1
분을,1
넘겨도,1
않자,1
박,1
사장,2
안왔느냐,1
사장에게,1
전화,3
해보라고,1
변호사에게,1
지시하기도,1
월월까지,1
검찰,1
받기,2
오긴,1
월에,2
년만이라면서,1
미세먼지로,1
고통을,1
호소하기도,1
일찍,1
끝나서,1
이촌동,1
근처를,1
뛰었더니,1
목이,1
칼칼하고,1
아프다며,2
중국발,1
미세먼지가,1
문제인데,1
중국에,5
어필도,1
못했었다고,1
미뤄지면서,1
분경부터,1
분까지,1
재판과,1
대화보다는,1
주변,3
일상의,1
형제의,2
난의,1
분위기와,1
여유롭고,1
서울중앙지법,1
형사단독,1
최민혜,1
판사,1
심리로,1
출석하기,1
기자들,1
죄짓지,1
말자고,1
이야기한,1
죄가,1
되는지,1
모르겠다면서,1
강요미수죄,1
부인했다,1
년,1
임원진의,1
횡령과,1
배임,2
의혹,1
주장하며,1
고소고발해,1
효성그룹의,1
난을,1
일으켰다,1
조억원서정진,1
,1
중호적,1
딸,1
억,1
가능서정진,1
혼외자가,1
돌발,1
불거졌다,3
올리면서,1
승계구도에,2
변수될,1
생겼다일,1
조정,17
성립에,12
친생자임을,13
등재했다,1
가질,3
박경옥씨와의,2
의장,4
경영진으로,2
활동하고,2
등재됨에,1
구도에도,1
회장서정진,1
경영일선에,4
공동의장을,3
맡아,2
상장사의,1
인수합병,5
현안을,1
속도경영으로,1
성장동력을,8
세웠지만,1
달이,1
지나기도,1
지배구조를,4
계열사인,8
,1
,1
승계,6
장남을,1
승계구도가,1
만들어질,1
사내이사도,1
겸직하고,1
상속법은,1
유언이,1
없다면,1
생존,1
배우자가,1
자녀보다,1
배,1
받도록,1
자녀가,4
똑같은,3
등장하기,1
전까지만,1
를,1
를,1
박씨,1
로,1
줄어든다,1
상속받을,2
감소한다,1
증여로,1
후계자에게,1
실어줄,1
상속분은,1
상속분이,2
현저히,1
적다는,1
판단이,4
들면,1
몫의,1
법조계,1
자녀들은,1
부친,1
사망,1
자동,1
상속인이,1
유언이나,1
타인에,1
증여,2
줄어도,1
증여는,1
계약이라,1
별다른,1
약정이,1
요구하기는,1
어렵다고,1
설명했다셀트리온홀딩스,1
짐작할,1
조억원,1
조억원이다,1
는,1
조억원,1
는,1
조억원에,1
가치만,1
조억원,1
지분이라는,1
할증,1
요인도,2
나서면,2
적어도,1
억원이,1
셈이다서,2
데다,1
승계구도는,1
한명에게,1
,6
몰아주지,1
않았을,1
땐,1
캐스팅,1
보트,1
상속세,4
마련을,1
것까지,1
외의,1
인물이,3
경영권에,1
행사할,6
동아일보,1
씨를,3
동아일보와의,1
통화에서,2
,1
기자를,1
대동해,1
찾아가겠다는,1
자행해,1
억,3
갔다며,1
이,5
억,1
원은,1
명백히,1
갈취를,1
당했다는,1
등기로,1
제출했다고,1
고소장은,1
확산되는,1
막기,1
측근,1
이름으로,10
보낸,2
강남경찰서는,2
사건을,19
접수하고,1
정확한,1
사실관계를,1
조사할,1
예정이라고,1
월경,1
지속했다고,1
대인,3
인정하게,1
년간,10
아버지를,1
못했다며,3
만날,1
취지의,1
년,1
테니,1
주민등록초본,1
서류를,1
보내라고,1
요청했다,5
키우겠다는,2
밝혔으나,1
거절했다고,1
년,1
제기된,1
직후,1
단시간에,1
성립된,1
년간,1
만남을,3
시도했음에도,1
막았기,1
때문이라고,1
해명했다,4
인정,2
결정에,1
아들인,3
공정거래위원회가,4
계열회사,5
내역에도,1
서린홀딩스의류도매업체,1
서원디앤디인테리어,1
업체가,1
개에서,4
개로,4
공정거래위원회에서,1
대기업집단,1
총수가,9
생부나,1
생모를,1
포함하도록,1
시행령을,1
개정한,1
공정위,1
기준으로는,2
계열사지만,1
지분이나,1
재무적으로,1
그었다,4
시뉴스미국,1
악화,5
통화정책,1
불확실성으로,1
국내증시는,1
하락마감했습니다,1
회의,1
주목하며,2
조정을,4
보였고,1
코스닥은,2
기록했습니다양,1
매도에,1
거래일과,1
양상을,12
나타냈습니다오늘,1
어제보다,1
포인트,1
포인트로,1
포인트,1
포인트로,1
마감했습니다투자주체별,1
매매,1
동향을,1
천억,1
매수했습니다시가총액,1
내리면서,2
마감된,2
종목이,1
우세한,1
국제유가,1
여파에,1
관련주인,1
가,1
거래일,3
파란불,1
켠,1
채로,1
마쳤습니다반면,1
동원가,1
이어갔고,1
한미반도체가,1
전망에,4
,1
지었습니다업종별,1
유가증권,1
비금속광물업종이,1
상승률로,1
올랐고,4
화학업종은,1
하락률로,1
조정받았습니다오늘,1
원,1
원에,1
마감됐습니다,1
뉴스는,1
,1
,1
이메일,2
,1
카카오톡,1
제보,1
본점,5
소재지로,2
등록돼있는,1
서울시,2
빌라텔사진네이버,1
지도,3
갈무리서정진,1
생모가,1
포함되면서,1
상세,2
공개로,1
파급,1
표과가,1
전망된다일,1
블로터,1
취재에,1
서원디앤디다,1
모씨가,1
등재돼있다서린홀딩스는,1
의류제조,1
도소매업,1
판매업,1
에이전시,1
구축사업,5
영위하는,1
건설업과,1
중개업,1
광고업,1
시장조사업과,1
광고업,1
영위한다고,1
목적이,1
기재된,1
등기사항에,1
소재지는,2
집합건물내로,1
표시돼있다,1
상가와,1
원룸이,1
결합된,2
빌라텔이다,1
서원디앤디의,1
주소,1
확인이,2
주소가,1
등기사항에서,1
검색되질,2
소재지의,1
등기,3
목록,1
명시된,1
호는,1
않는다사진법원,1
인터넷등기소,1
검색,1
갈무리이와,1
공정거래위원회,1
측으로부터,3
사실만,1
상태라며,1
더이상,1
말할,2
공개해야,1
공정거래위원회는,2
지정을,1
추가했다,2
개정된,1
시행령에,1
혼인,4
출생자의,1
생부와,1
친족범위에,1
포함된다,1
공시대상기업집단에,2
분석된다이번에,1
일까지,1
공시해야,1
임원,10
구성,1
특수관계인,1
현황,1
주식소유,1
현황,2
밝혀야,1
한다이와는,1
명에,1
지급,3
법정다툼을,1
벌일,1
지배,1
요소다,2
청주뉴시스인진연,1
성공자치연구소대표,1
정문섭가,1
주관해,1
라마다,1
청주호텔에서,1
유레카포럼에,1
초청강사로,1
기업경쟁력과,1
기업가,1
정신을,1
강연하고,1
사진뉴시스서정진,1
인정된,1
사안이,3
본질,1
제한적일,1
원,1
만원에,2
개장,1
만원까지,2
떨어졌지만,1
만회했다,1
,2
만회했다앞서,1
법원은,3
딸에,1
인정된다고,1
측에서도,1
친생자라고,1
인정했다,1
미성년자인,1
보도되면서,1
제기되며,1
주식시장에서,1
악영향을,2
미친,4
고발했다,1
금전,1
요구로,1
줬고,1
협박의,1
증거를,1
부동산을,1
요구해,3
고발할,1
없었다고,1
전했다이같은,1
제한적이란,1
지배구조가,3
탄탄하기,1
최대주주는,1
셀트리온홀딩스로,1
지분율은,2
다,1
회장으로,1
에,1
소유로,1
최대주주지분율,1
이기도,1
하다서,1
영업에,1
합병,11
지휘할,1
예상된다서,2
법률대리인은,1
먼,1
나중의,1
일이라,1
승계나,1
어른들의,1
욕심이나,1
호기심에서,1
거론되는,1
문제로,1
지금,8
고민할,1
말했다익명을,1
요구한,4
증권사의,2
오늘,3
하락했는데,1
